year,grape_variety,grape_color,location,soil_type,elevation_m,vine_age_years,vintage_age_years,avg_temperature_C,min_spring_temp_C,growing_season_temp_C,temp_deviation_C,summer_heat_days,spring_frost_days,growing_degree_days,annual_rainfall_mm,winter_rainfall_mm,spring_rainfall_mm,summer_rainfall_mm,autumn_rainfall_mm,harvest_rainfall_mm,rainfall_deviation_mm,humidity_pct,sunshine_hours,soil_moisture_pct,heat_frost_ratio,prev_harvest_doy,prev_yield_kg_ha,gbai_score,ln_quality_index,est_price_eur,harvest_doy,harvest_date,yield_kg_ha,harvest_category,yield_category,climate_risk,vintage_quality
1997,Sauvignon Blanc,White,Biljana,Sandy-Loam,121,35,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2416,38.4,2.8,259,5570.0,27.8,3.325,22.06,264,1997-09-21,4310,Normal,Low,High,Poor
1997,Sauvignon Blanc,White,Neblo,Clay-Loam,109,10,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2411,38.4,2.8,266,5130.0,31.8,3.459,22.46,265,1997-09-22,4160,Normal,Low,High,Poor
1997,Sauvignon Blanc,White,Cerovo,Marl-Loam,143,21,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2424,38.4,2.8,256,4990.0,27.1,3.3,24.71,268,1997-09-25,4450,Normal,Low,High,Poor
1997,Merlot,Red,Dobrovo,Clay-Loam,88,21,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2406,38.4,2.8,272,,29.7,3.391,23.24,280,1997-10-07,6090,Late,High,High,Poor
1997,Merlot,Red,Kozana,Loam,114,17,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2421,38.4,2.8,273,6000.0,32.3,3.475,22.94,281,1997-10-08,5480,Late,Medium,High,Poor
1997,Merlot,Red,Medana,Marl-Loam,135,26,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2426,38.4,2.8,270,6430.0,31.6,3.453,23.92,279,1997-10-06,5660,Late,Medium,High,Poor
1997,Merlot,Red,Vipolže,Clay,97,21,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2396,38.4,2.8,265,7360.0,30.2,3.408,22.05,281,1997-10-08,5370,Late,Medium,High,Poor
1997,Merlot,Red,Šmartno,Marl,155,19,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2431,38.4,2.8,276,5540.0,33.3,3.506,24.85,282,1997-10-09,5740,Late,Medium,High,Average
1997,Merlot,Red,Biljana,Sandy-Loam,121,3,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2416,38.4,2.8,277,6480.0,31.9,3.463,25.57,281,1997-10-08,6180,Late,High,High,Poor
1997,Merlot,Red,Neblo,Clay-Loam,109,7,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2411,38.4,2.8,275,7230.0,30.0,3.401,21.99,274,1997-10-01,6410,Late,High,High,Poor
1997,Merlot,Red,Cerovo,Marl-Loam,143,11,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2424,38.4,2.8,271,6660.0,28.7,3.357,24.02,291,1997-10-18,5280,Late,Medium,High,Poor
1997,Cabernet Sauvignon,Red,Dobrovo,Clay-Loam,88,23,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2406,38.4,2.8,284,5970.0,28.7,3.357,26.13,286,1997-10-13,4010,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Kozana,Loam,114,25,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2421,38.4,2.8,281,5090.0,31.2,3.44,23.76,278,1997-10-05,4340,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Medana,Marl-Loam,135,26,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2426,38.4,2.8,278,5790.0,28.6,3.353,21.77,287,1997-10-14,4330,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Vipolže,Clay,97,31,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2396,38.4,2.8,278,4840.0,26.3,3.27,22.05,287,1997-10-14,4460,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Šmartno,Marl,155,17,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2431,38.4,2.8,287,4910.0,31.1,3.437,21.95,287,1997-10-14,4700,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Biljana,Sandy-Loam,121,18,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2416,38.4,2.8,281,5880.0,29.5,3.384,22.24,291,1997-10-18,4580,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Neblo,Clay-Loam,109,25,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,,2411,38.4,2.8,280,5900.0,29.9,3.398,22.75,283,1997-10-10,4810,Late,Low,High,Poor
1997,Cabernet Sauvignon,Red,Cerovo,Marl-Loam,143,26,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2424,38.4,2.8,277,5310.0,31.1,3.437,21.24,292,1997-10-19,4420,Late,Low,High,Poor
1997,Pinot Noir,Red,Dobrovo,Clay-Loam,88,17,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2406,38.4,2.8,268,4090.0,30.1,3.405,24.09,271,1997-09-28,4560,Late,Low,High,Poor
1997,Pinot Noir,Red,Kozana,Loam,114,31,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2421,38.4,2.8,266,5720.0,30.1,3.405,25.04,270,1997-09-27,4180,Late,Low,High,Poor
1997,Pinot Noir,Red,Medana,Marl-Loam,135,23,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2426,38.4,2.8,265,4780.0,33.7,3.517,23.49,270,1997-09-27,4220,Late,Low,High,Average
1997,Pinot Noir,Red,Vipolže,Clay,97,28,28,16.4,,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2396,38.4,2.8,260,5310.0,34.3,3.535,27.29,270,1997-09-27,3940,Late,Low,High,Average
1997,Pinot Noir,Red,Šmartno,Marl,155,12,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2431,38.4,2.8,262,4740.0,30.1,3.405,24.06,269,1997-09-26,4340,Late,Low,High,Poor
1997,Pinot Noir,Red,Biljana,Sandy-Loam,121,24,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2416,38.4,2.8,268,4740.0,31.3,3.444,26.64,269,1997-09-26,4620,Late,Low,High,Poor
1997,Pinot Noir,Red,Neblo,Clay-Loam,109,18,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2411,38.4,2.8,261,4370.0,29.1,3.371,23.7,272,1997-09-29,5170,Late,Medium,High,Poor
1997,Pinot Noir,Red,Cerovo,Marl-Loam,143,24,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2424,38.4,2.8,260,3700.0,33.8,3.52,23.18,267,1997-09-24,4280,Normal,Low,High,Average
1997,Malvazija,White,Dobrovo,Clay-Loam,88,19,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2406,38.4,2.8,272,6500.0,28.1,3.336,22.18,277,1997-10-04,5030,Late,Medium,High,Poor
1997,Malvazija,White,Kozana,Loam,114,11,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2421,38.4,2.8,267,6250.0,29.2,3.374,20.36,268,1997-09-25,5140,Normal,Medium,High,Poor
1997,Malvazija,White,Medana,Marl-Loam,135,27,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2426,38.4,2.8,272,6190.0,32.0,3.466,26.06,277,1997-10-04,5360,Late,Medium,High,Poor
1997,Malvazija,White,Vipolže,Clay,97,22,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2396,38.4,2.8,271,5300.0,30.1,3.405,23.1,274,1997-10-01,4680,Late,Low,High,Poor
1997,Malvazija,White,Šmartno,Marl,155,26,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2431,38.4,2.8,267,6000.0,31.3,3.444,24.71,280,1997-10-07,5150,Late,Medium,High,Poor
1997,Malvazija,White,Biljana,Sandy-Loam,121,19,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2416,38.4,2.8,274,,30.5,3.418,25.03,276,1997-10-03,4900,Late,Medium,High,Poor
1997,Malvazija,White,Neblo,Clay-Loam,109,8,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2411,38.4,2.8,269,5080.0,28.6,3.353,21.01,282,1997-10-09,4860,Late,Low,High,Poor
1997,Malvazija,White,Cerovo,Marl-Loam,143,17,28,16.4,5.3,16.4,-1.2,14,5,1171,824,95,213,284,232,182,-236,63.7,2424,38.4,2.8,270,5410.0,28.3,3.343,21.08,283,1997-10-10,5260,Late,Medium,High,Poor
1998,Rebula,White,Dobrovo,Clay-Loam,88,19,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,277,4940.0,30.1,3.405,22.57,276,1998-10-03,4190,Late,Low,Medium,Poor
1998,Rebula,White,Kozana,Loam,114,43,27,17.7,,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,275,4900.0,30.1,3.405,22.11,274,1998-10-01,3470,Late,Low,Medium,Poor
1998,Rebula,White,Medana,Marl-Loam,135,37,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,,2332,36.3,1.5,280,3950.0,33.1,3.5,24.66,272,1998-09-29,3660,Late,Low,Medium,Average
1998,Rebula,White,Vipolže,Clay,97,23,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,275,5190.0,32.6,3.484,22.36,277,1998-10-04,4960,Late,Medium,Medium,Poor
1998,Rebula,White,Šmartno,Marl,155,16,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,276,5100.0,28.4,3.346,21.03,279,1998-10-06,5080,Late,Medium,Medium,Poor
1998,Rebula,White,Biljana,Sandy-Loam,121,28,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,275,5010.0,30.9,3.431,23.57,272,1998-09-29,4000,Late,Low,Medium,Poor
1998,Rebula,White,Neblo,Clay-Loam,109,17,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,276,4030.0,30.2,3.408,24.69,268,1998-09-25,4230,Normal,Low,Medium,Poor
1998,Rebula,White,Cerovo,Marl-Loam,143,14,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,280,4710.0,31.7,3.456,21.33,280,1998-10-07,5020,Late,Medium,Medium,Poor
1998,Chardonnay,White,Dobrovo,Clay-Loam,88,19,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,260,4860.0,31.4,3.447,21.61,269,1998-09-26,4760,Late,Low,Medium,Poor
1998,Chardonnay,White,Kozana,Loam,114,23,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,261,,28.5,3.35,22.1,267,1998-09-24,4830,Normal,Low,Medium,Poor
1998,Chardonnay,White,Medana,Marl-Loam,135,18,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,263,5080.0,30.6,3.421,23.39,264,1998-09-21,5970,Normal,High,Medium,Poor
1998,Chardonnay,White,Vipolže,Clay,97,10,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,266,5030.0,26.8,3.288,23.51,259,1998-09-16,5100,Normal,Medium,Medium,Poor
1998,Chardonnay,White,Šmartno,Marl,155,25,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,271,5480.0,28.5,3.35,22.87,267,1998-09-24,5210,Normal,Medium,Medium,Poor
1998,Chardonnay,White,Biljana,Sandy-Loam,121,5,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,267,5140.0,32.6,3.484,25.47,264,1998-09-21,4950,Normal,Medium,Medium,Poor
1998,Chardonnay,White,Neblo,Clay-Loam,109,22,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,263,4360.0,31.3,3.444,26.05,265,1998-09-22,5010,Normal,Medium,Medium,Poor
1998,Chardonnay,White,Cerovo,Marl-Loam,143,22,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,265,5370.0,28.2,3.339,28.74,267,1998-09-24,5210,Normal,Medium,Medium,Poor
1998,Pinot Grigio,White,Dobrovo,Clay-Loam,88,25,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,264,5670.0,28.6,3.353,22.05,260,1998-09-17,5380,Normal,Medium,Medium,Poor
1998,Pinot Grigio,White,Kozana,Loam,114,17,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,262,4790.0,25.9,3.254,20.82,258,1998-09-15,5670,Early,Medium,Medium,Poor
1998,Pinot Grigio,White,Medana,Marl-Loam,135,15,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,264,5910.0,27.6,3.318,25.09,263,1998-09-20,5830,Normal,High,Medium,Poor
1998,Pinot Grigio,White,Vipolže,Clay,97,14,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,257,5500.0,30.4,3.414,26.23,258,1998-09-15,5380,Early,Medium,Medium,Poor
1998,Pinot Grigio,White,Šmartno,Marl,155,27,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,257,4650.0,27.3,3.307,23.41,260,1998-09-17,4930,Normal,Medium,Medium,Poor
1998,Pinot Grigio,White,Biljana,Sandy-Loam,121,22,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,,2322,36.3,1.5,251,4960.0,31.2,3.44,25.57,264,1998-09-21,5820,Normal,High,Medium,Poor
1998,Pinot Grigio,White,Neblo,Clay-Loam,109,11,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,262,5620.0,33.0,3.497,21.88,265,1998-09-22,5630,Normal,Medium,Medium,Average
1998,Pinot Grigio,White,Cerovo,Marl-Loam,143,11,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,268,5280.0,31.9,3.463,23.78,255,1998-09-12,5880,Early,High,Medium,Poor
1998,Sauvignon Blanc,White,Dobrovo,Clay-Loam,88,22,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,261,4660.0,33.4,3.509,21.07,265,1998-09-22,4130,Normal,Low,Medium,Average
1998,Sauvignon Blanc,White,Kozana,Loam,114,3,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,270,3790.0,29.9,3.398,25.39,275,1998-10-02,4300,Late,Low,Medium,Poor
1998,Sauvignon Blanc,White,Medana,Marl-Loam,135,18,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,271,3950.0,27.6,3.318,21.18,268,1998-09-25,4510,Normal,Low,Medium,Poor
1998,Sauvignon Blanc,White,Vipolže,Clay,97,31,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,265,4190.0,31.7,3.456,24.9,266,1998-09-23,4140,Normal,Low,Medium,Poor
1998,Sauvignon Blanc,White,Šmartno,Marl,155,35,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,264,4720.0,30.4,3.414,21.05,267,1998-09-24,4300,Normal,Low,Medium,Poor
1998,Sauvignon Blanc,White,Biljana,Sandy-Loam,121,24,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,264,4310.0,30.2,3.408,24.19,263,1998-09-20,4690,Normal,Low,Medium,Poor
1998,Sauvignon Blanc,White,Neblo,Clay-Loam,109,17,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,265,4160.0,31.3,3.444,24.37,263,1998-09-20,4500,Normal,Low,Medium,Poor
1998,Sauvignon Blanc,White,Cerovo,Marl-Loam,143,13,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,268,4450.0,25.9,3.254,19.47,268,1998-09-25,4770,Normal,Low,Medium,Poor
1998,Merlot,Red,Dobrovo,Clay-Loam,88,24,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,280,6090.0,28.9,3.364,22.35,281,1998-10-08,4570,Late,Low,Medium,Poor
1998,Merlot,Red,Kozana,Loam,114,3,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,281,5480.0,25.9,3.254,20.08,273,1998-09-30,5340,Late,Medium,Medium,Poor
1998,Merlot,Red,Medana,Marl-Loam,135,50,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,279,5660.0,26.9,3.292,18.93,282,1998-10-09,4300,Late,Low,Medium,Poor
1998,Merlot,Red,Vipolže,Clay,97,11,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,281,5370.0,27.7,3.321,19.91,275,1998-10-02,5110,Late,Medium,Medium,Poor
1998,Merlot,Red,Šmartno,Marl,155,16,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,282,5740.0,24.6,3.203,22.49,284,1998-10-11,6040,Late,High,Medium,Poor
1998,Merlot,Red,Biljana,Sandy-Loam,121,24,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,281,6180.0,30.0,3.401,26.48,282,1998-10-09,5410,Late,Medium,Medium,Poor
1998,Merlot,Red,Neblo,Clay-Loam,109,8,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,274,6410.0,30.1,3.405,21.96,273,1998-09-30,6140,Late,High,Medium,Poor
1998,Merlot,Red,Cerovo,Marl-Loam,143,16,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,291,5280.0,32.1,3.469,27.01,277,1998-10-04,5200,Late,Medium,Medium,Poor
1998,Cabernet Sauvignon,Red,Dobrovo,Clay-Loam,88,13,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,286,4010.0,34.0,3.526,24.72,281,1998-10-08,4860,Late,Low,Medium,Average
1998,Cabernet Sauvignon,Red,Kozana,Loam,114,17,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,,2327,36.3,1.5,278,4340.0,29.1,3.371,24.43,288,1998-10-15,5010,Late,Medium,Medium,Poor
1998,Cabernet Sauvignon,Red,Medana,Marl-Loam,135,20,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,287,4330.0,28.6,3.353,24.56,284,1998-10-11,4900,Late,Medium,Medium,Poor
1998,Cabernet Sauvignon,Red,Vipolže,Clay,97,17,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,287,4460.0,28.8,3.36,18.01,285,1998-10-12,4710,Late,Low,Medium,Poor
1998,Cabernet Sauvignon,Red,Šmartno,Marl,155,11,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,,2337,36.3,1.5,287,4700.0,26.5,3.277,22.92,285,1998-10-12,4210,Late,Low,Medium,Poor
1998,Cabernet Sauvignon,Red,Biljana,Sandy-Loam,121,17,27,17.7,,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,291,4580.0,25.5,3.239,21.62,278,1998-10-05,5070,Late,Medium,Medium,Poor
1998,Cabernet Sauvignon,Red,Neblo,Clay-Loam,109,16,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,283,4810.0,33.2,3.503,25.7,287,1998-10-14,4980,Late,Medium,Medium,Average
1998,Cabernet Sauvignon,Red,Cerovo,Marl-Loam,143,16,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,292,4420.0,31.1,3.437,23.99,282,1998-10-09,4750,Late,Low,Medium,Poor
1998,Pinot Noir,Red,Dobrovo,Clay-Loam,88,7,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,271,4560.0,34.5,3.541,25.62,269,1998-09-26,4150,Late,Low,Medium,Average
1998,Pinot Noir,Red,Kozana,Loam,114,21,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,270,4180.0,32.7,3.487,23.45,273,1998-09-30,4730,Late,Low,Medium,Average
1998,Pinot Noir,Red,Medana,Marl-Loam,135,22,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,270,4220.0,33.5,3.512,21.01,272,1998-09-29,3880,Late,Low,Medium,Average
1998,Pinot Noir,Red,Vipolže,Clay,97,14,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,270,3940.0,29.2,3.374,22.73,263,1998-09-20,4170,Normal,Low,Medium,Poor
1998,Pinot Noir,Red,Šmartno,Marl,155,25,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,269,,26.0,3.258,22.17,269,1998-09-26,4150,Late,Low,Medium,Poor
1998,Pinot Noir,Red,Biljana,Sandy-Loam,121,25,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,269,4620.0,30.9,3.431,21.62,270,1998-09-27,4180,Late,Low,Medium,Poor
1998,Pinot Noir,Red,Neblo,Clay-Loam,109,5,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,272,5170.0,26.7,3.285,19.94,265,1998-09-22,4290,Normal,Low,Medium,Poor
1998,Pinot Noir,Red,Cerovo,Marl-Loam,143,8,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,267,4280.0,27.8,3.325,19.66,270,1998-09-27,4500,Late,Low,Medium,Poor
1998,Malvazija,White,Dobrovo,Clay-Loam,88,19,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2312,36.3,1.5,277,5030.0,27.0,3.296,20.25,266,1998-09-23,5310,Normal,Medium,Medium,Poor
1998,Malvazija,White,Kozana,Loam,114,9,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2327,36.3,1.5,268,5140.0,30.5,3.418,23.25,273,1998-09-30,5720,Late,Medium,Medium,Poor
1998,Malvazija,White,Medana,Marl-Loam,135,22,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2332,36.3,1.5,277,5360.0,31.5,3.45,20.43,273,1998-09-30,5350,Late,Medium,Medium,Poor
1998,Malvazija,White,Vipolže,Clay,97,4,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2302,36.3,1.5,274,4680.0,33.0,3.497,26.77,271,1998-09-28,5130,Late,Medium,Medium,Average
1998,Malvazija,White,Šmartno,Marl,155,19,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2337,36.3,1.5,280,5150.0,32.5,3.481,26.84,276,1998-10-03,5390,Late,Medium,Medium,Poor
1998,Malvazija,White,Biljana,Sandy-Loam,121,20,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2322,36.3,1.5,276,4900.0,31.2,3.44,22.62,273,1998-09-30,4480,Late,Low,Medium,Poor
1998,Malvazija,White,Neblo,Clay-Loam,109,14,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2317,36.3,1.5,282,4860.0,30.5,3.418,22.98,272,1998-09-29,4750,Late,Low,Medium,Poor
1998,Malvazija,White,Cerovo,Marl-Loam,143,21,27,17.7,3.7,17.7,0.1,9,6,1409,1089,123,326,337,303,224,29,74.5,2330,36.3,1.5,283,5260.0,34.4,3.538,23.83,276,1998-10-03,5070,Late,Medium,Medium,Average
1999,Rebula,White,Dobrovo,Clay-Loam,88,17,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2288,39.5,1.36,276,4190.0,21.3,3.059,18.53,274,1999-10-01,2870,Late,Low,High,Poor
1999,Rebula,White,Kozana,Loam,114,18,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2303,39.5,1.36,274,3470.0,20.0,2.996,19.99,276,1999-10-03,3140,Late,Low,High,Poor
1999,Rebula,White,Medana,Marl-Loam,135,22,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2308,39.5,1.36,272,3660.0,20.0,2.996,19.07,282,1999-10-09,2640,Late,Low,High,Poor
1999,Rebula,White,Vipolže,Clay,97,5,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2278,39.5,1.36,277,4960.0,20.0,2.996,22.92,270,1999-09-27,3240,Late,Low,High,Poor
1999,Rebula,White,Šmartno,Marl,155,16,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2313,39.5,1.36,279,5080.0,20.2,3.006,20.57,279,1999-10-06,3040,Late,Low,High,Poor
1999,Rebula,White,Biljana,Sandy-Loam,121,33,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2298,39.5,1.36,272,4000.0,20.0,2.996,21.26,279,1999-10-06,2590,Late,Low,High,Poor
1999,Rebula,White,Neblo,Clay-Loam,109,40,26,17.9,2.7,17.9,0.3,15,11,1445,1245,222,352,350,321,242,185,66.2,2293,39.5,1.36,268,4230.0,20.0,2.996,19.74,275,1999-10-02,2320,Late,Low,High,Poor
